,filepath,hasTable,numberEmpty,nonWhiteFraction,possibleShapes,possibleImages
41,wszystkie_zdj/train/00f7abba-4d33-4172-82d6-df4600e25d8b.jpg,True,0.17307692307692307,0.05595740740740741,0,0
42,wszystkie_zdj/train/01022bd8-0077-4406-9916-216cf8c36a37.tiff,True,0.060836501901140684,0.046788461538461536,0,0
43,wszystkie_zdj/train/0102b08c-bd2c-4341-8951-b02e342dc4d4.tiff,True,0.1048951048951049,0.01753805774278215,1,1
44,wszystkie_zdj/train/01063699-b0a5-431e-b662-d54c1ac50b0d.tiff,True,0.08857142857142856,0.05366988416988417,0,0
45,wszystkie_zdj/train/0116aef3-5834-4a14-8dc0-e7eb3d79f5de.tiff,True,0.21052631578947367,0.08692996108949416,5,5
46,wszystkie_zdj/train/011b3e7b-2173-4f56-ac42-e4230f6d9cf8.tiff,True,0.1111111111111111,0.0064462864721485415,0,0
47,wszystkie_zdj/train/013abb21-b81d-4563-9df5-09ffbf447960.tiff,True,0.10863509749303621,0.08328779840848806,3,1
48,wszystkie_zdj/train/013ae8d7-5781-4050-9942-d4c7c048f12e.jpg,True,0.12585034013605442,0.04155972222222222,0,0
49,wszystkie_zdj/train/01411e1d-4432-4d02-b125-0dc893e4b681.jpg,True,0.125,0.07665231481481481,0,0
50,wszystkie_zdj/train/0141e9c3-7c51-4c3d-8a59-c75bd93cb290.tiff,True,0.2222222222222222,0.009122015915119363,1,1
51,wszystkie_zdj/train/01434341-7c41-4ba9-a148-299483cbad57.tiff,True,0.09570957095709572,0.299349358974359,1,1
52,wszystkie_zdj/train/014db5a6-5213-48a4-80b0-4113e7a5940b.tiff,True,0.2,0.006297297297297297,0,0
53,wszystkie_zdj/train/01500b6e-d1cc-4ea8-8092-9d2e21d8316a.tiff,True,0.11320754716981132,0.2510901856763926,1,1
54,wszystkie_zdj/train/01535744-5aa1-40a3-aa47-1ff18e00419f.tiff,True,0.0891089108910891,0.020898293963254592,1,0
55,wszystkie_zdj/train/01556d45-98ce-4e3a-8ed0-aacdabce765f.tiff,True,0.22950819672131148,0.12300910273081925,1,1
56,wszystkie_zdj/train/0159069f-dca9-414a-b309-6d71de801f79.tiff,True,0.16216216216216217,0.05123423423423423,4,4
57,wszystkie_zdj/train/015b1a1a-366a-4b66-88d2-6de3533d0780.tiff,True,0.028953229398663696,0.07391698841698842,0,0
58,wszystkie_zdj/train/015ef47b-00fd-427e-be16-6bc40de3e9df.tiff,True,0.2413793103448276,0.09503448275862068,5,4
59,wszystkie_zdj/train/0167e72c-12c6-4346-b51b-0dbc30a71586.tiff,True,0.1836734693877551,0.016149550706033376,0,0
60,wszystkie_zdj/train/0169f679-949d-46a2-862b-ba13217c3f90.jpg,True,0.1643835616438356,0.4569546296296296,1,1
61,wszystkie_zdj/train/016ae61c-eaa4-4d3b-9cf5-dd35849b27fc.tiff,True,0.07859531772575251,0.04866286438529784,0,0
62,wszystkie_zdj/train/016bf1be-a632-4260-8145-edbd642e18a4.tiff,True,0.15954415954415954,0.8259086161879896,1,1
63,wszystkie_zdj/train/017d8728-5005-495f-b64d-ca841051a607.tiff,True,0.0576271186440678,0.0851657824933687,2,0
64,wszystkie_zdj/train/0181968e-9ed3-456d-a6ef-3ce2fbb0400c.tiff,True,0.20603015075376885,0.3945546272493573,1,1
65,wszystkie_zdj/train/0185dc1c-d41c-4863-8953-d0ea81b98a27.tiff,True,0.0405727923627685,0.07339041994750656,0,0
66,wszystkie_zdj/train/01884cfe-ca19-4fd8-ab8a-a4ba98ffd7de.jpg,True,0.2,0.04075509259259259,0,0
67,wszystkie_zdj/train/018940f0-1f49-4b69-a20a-4d00727e1def.jpg,True,0.08823529411764706,0.030713425925925925,0,0
68,wszystkie_zdj/train/01930af5-926f-4604-b11e-b141ae7e6eb1.tiff,True,0.2,0.030748724489795917,2,2
69,wszystkie_zdj/train/0198e244-8da6-4343-92f6-dc7dfc809efa.tiff,True,0.0625,0.01815915119363395,0,0
70,wszystkie_zdj/train/01b8d8ee-a8b9-429b-af87-2bc644921bb6.tiff,True,0.1,0.07607029177718833,2,1
71,wszystkie_zdj/train/01b99db3-e090-4f3f-87e6-04984d8aca59.jpg,True,0.10212765957446808,0.6019680555555555,2,1
72,wszystkie_zdj/train/01c3651f-ae89-4302-8eb6-9e5c7fdbfb92.tiff,True,0.23076923076923078,0.1892181697612732,2,2
73,wszystkie_zdj/train/01ca1dd0-0b2c-415d-a23e-d47c6c29f144.tiff,True,0.11486486486486487,0.0322968152866242,1,1
74,wszystkie_zdj/train/01ce07a9-2071-4c93-aec3-0556ceabc9c1.jpg,True,0.13829787234042554,0.018376851851851853,0,0
75,wszystkie_zdj/train/01d97ad2-5d14-479c-bfe4-b59559f219bd.tiff,True,0.0855614973262032,0.03011439588688946,0,0
76,wszystkie_zdj/train/01dae404-74ac-4b24-ae7a-0a63f2c04a6e.tiff,True,0.03587443946188341,0.027124839124839126,0,0
77,wszystkie_zdj/train/01df5ad6-869a-4b4e-8dd5-ba26cb033b4c.tiff,True,0.06542056074766354,0.03151706036745407,0,0
78,wszystkie_zdj/train/01e807d8-129d-4555-81b0-209ca7777463.tiff,True,0.08461538461538462,0.034995055624227445,1,1
79,wszystkie_zdj/train/01ecd8f5-6aa6-4869-b07c-78b3d4835d78.tiff,True,0.05343511450381679,0.03995755968169761,1,1
80,wszystkie_zdj/train/01ede80e-4ed1-4fbd-b5e2-f6d9072660c1.tiff,True,0.07540983606557378,0.041175853018372705,1,1
81,wszystkie_zdj/train/01f13706-1222-4e84-80fc-d68088daf521.tiff,True,0.11294117647058824,0.09903805774278215,2,2
82,wszystkie_zdj/train/01f2c189-ee12-4bd8-92e2-a90140bcfbe5.tiff,True,0.14470284237726097,0.09488055908513342,3,1
83,wszystkie_zdj/train/01fba67d-4fa8-48b8-a9ff-e844b4d929c1.tiff,True,0.16666666666666666,0.006633289124668435,0,0
84,wszystkie_zdj/train/01fc64bd-f99e-4419-964a-7340e8b7bd27.tiff,True,0.039423805913570885,0.1269257294429708,1,1
85,wszystkie_zdj/train/01ff1747-0817-4bc2-8d95-2c4d16b9cecc.tiff,True,0.1188118811881188,0.010500653594771241,0,0
86,wszystkie_zdj/train/02099f93-4760-45dc-857c-b3784e77f8b6.tiff,True,0.15544041450777202,0.273382241813602,7,4
87,wszystkie_zdj/train/020c1367-33b6-4d36-ad1f-2bbe390ecd84.tiff,True,0.2222222222222222,0.5883753315649868,1,1
88,wszystkie_zdj/train/0213928b-8250-4758-a3b7-1461147db796.tiff,True,0.11572700296735905,0.016281209781209782,0,0
89,wszystkie_zdj/train/02186b42-7ef1-47f6-b8ae-09c070c89e17.jpg,True,0.06832298136645963,0.05489259259259259,1,0
90,wszystkie_zdj/train/02257aba-7b95-4d9a-9562-24e590c3d371.tiff,True,0.06036745406824147,0.04406697612732095,0,0
91,wszystkie_zdj/train/02292863-4378-47ee-bc4b-5adab40b94ee.jpg,True,0.0703125,0.03916712962962963,0,0
92,wszystkie_zdj/train/02321721-6564-4814-b1cc-403117fc192e.tiff,True,0.031420765027322405,0.18666450777202073,3,3
93,wszystkie_zdj/train/0234b74a-dd60-4fb5-bb79-685832bd361c.tiff,True,0.24666666666666667,0.6561684350132626,8,1
94,wszystkie_zdj/train/02354182-5dca-4684-b94b-ee79a7856ebc.jpg,True,0.1415929203539823,0.024188888888888888,0,0
95,wszystkie_zdj/train/0236e4aa-1431-42f3-b938-b6825751c902.tiff,True,0.029593094944512947,0.09768899204244032,0,0
96,wszystkie_zdj/train/0238dd9c-72bb-41e6-a042-f1ccb93d7b68.jpg,True,0.10810810810810811,0.02969398148148148,0,0
97,wszystkie_zdj/train/0243bb60-94d1-49f0-bfef-45cdd18c767c.tiff,True,0.07633587786259542,0.04521684350132626,1,0
98,wszystkie_zdj/train/024b107d-cd7f-4f81-a28c-50a9df08d586.tiff,True,0.13333333333333333,0.814986220472441,1,1
99,wszystkie_zdj/train/024d6302-6705-478c-b364-57b8d1f4ad4e.tiff,True,0.0783289817232376,0.03270689655172414,0,0
100,wszystkie_zdj/train/02507b38-071a-4225-bed9-e421619b0d61.tiff,True,0.16666666666666666,0.005988476312419974,1,0
101,wszystkie_zdj/train/02539d00-1a68-404e-9858-ea113f58ee5e.tiff,True,0.11550151975683891,0.059200787401574806,3,2
102,wszystkie_zdj/train/0256494f-f442-4676-a446-ebd3cc6f2d50.tiff,True,0.13009708737864079,0.2561259946949602,1,1
103,wszystkie_zdj/train/02567bbe-3bff-4110-8271-08fc59b26376.tiff,True,0.16666666666666666,0.012435649935649936,1,0
104,wszystkie_zdj/train/025cf0b4-705f-4476-a2f8-c02e4b645994.tiff,True,0.14814814814814814,0.03395689655172414,0,0
105,wszystkie_zdj/train/02773a28-1e5c-4e7f-8d1c-ea1a948bf952.tiff,True,0.07142857142857142,0.05582754182754183,1,0
106,wszystkie_zdj/train/027b459d-84a1-456c-a1d4-cbd8a26d4ece.tiff,True,0.058823529411764705,0.02742307692307692,0,0
107,wszystkie_zdj/train/027b497c-71ea-4d21-b849-ab52e23cb4a0.tiff,True,0.22727272727272727,0.038783819628647215,2,2
108,wszystkie_zdj/train/027dc53e-ee37-4217-a01d-dcde0ed4e8a6.jpg,True,0.15384615384615385,0.01571435185185185,0,0
109,wszystkie_zdj/train/02825c97-b30f-48d3-aa6f-05d5b43788fe.jpg,True,0.06884057971014493,0.06408611111111111,0,0
110,wszystkie_zdj/train/028b1abf-26fc-402f-b406-68ffa781e2be.tiff,True,0.09090909090909091,0.00588129973474801,0,0
111,wszystkie_zdj/train/0296a9e1-5bec-456f-9e9c-fc8849203056.tiff,True,0.14285714285714285,0.3245835492227979,2,2
112,wszystkie_zdj/train/0298e122-2173-4936-aae9-d93f2bf4389a.jpg,True,0.11583011583011583,0.7449925925925925,1,1
113,wszystkie_zdj/train/0299f7e9-4ff4-46c6-9a4f-534fb235dfde.tiff,True,0.1625615763546798,0.2238490813648294,2,2
114,wszystkie_zdj/train/029a4957-8a4c-476f-8feb-c3f0e444a4c6.tiff,True,0.033760186263096625,0.1601658031088083,0,0
115,wszystkie_zdj/train/029b4685-3a79-4364-86a4-ab9e60106fc0.tiff,True,0.03757225433526012,0.050611405835543764,0,0
116,wszystkie_zdj/train/02b37936-8cce-4687-8bf8-2c8b465cd8ee.tiff,True,0.11904761904761904,0.008340185676392572,0,0
117,wszystkie_zdj/train/02b7e485-c807-45be-9887-7b2d87a46cb6.tiff,True,0.05862068965517241,0.037562334217506634,0,0
118,wszystkie_zdj/train/02c0936f-96f6-4620-b24f-615618e95e21.tiff,True,0.03036876355748373,0.05028713527851459,0,0
119,wszystkie_zdj/train/02c16d08-1a0f-47b6-bf9e-40728f28d318.tiff,True,0.16901408450704225,0.25897214854111406,15,12
120,wszystkie_zdj/train/02c58b6d-f066-486e-a47d-0476af852537.jpg,True,0.15178571428571427,0.02000787037037037,0,0
121,wszystkie_zdj/train/02c89b8d-651a-4cad-8e4b-b17dcf5970a0.tiff,True,0.11920529801324503,0.019691763191763193,0,0
122,wszystkie_zdj/train/02cb5d0d-eee5-4f8b-ba4a-c9cb95ae57e7.tiff,True,0.08695652173913043,0.806537153652393,2,2
123,wszystkie_zdj/train/02d21bea-0ee4-4755-b257-3d20d8fb1e11.tiff,True,0.03497942386831276,0.27941556091676717,3,2
124,wszystkie_zdj/train/02d94130-cb73-486e-b824-03060de39d74.tiff,True,0.12658227848101267,0.015118037135278515,0,0
125,wszystkie_zdj/train/02e62733-5d46-4819-a7d7-9f11750ad730.tiff,True,0.04745762711864407,0.040183915211970074,0,0
126,wszystkie_zdj/train/02e676e9-a01e-437c-81ba-9c7280fdcde9.tiff,True,0.03503184713375796,0.09636472148541114,0,0
127,wszystkie_zdj/train/02ead036-0298-4c7a-b09f-4c8781891b39.tiff,True,0.06470588235294118,0.049224801061007954,1,1
128,wszystkie_zdj/train/02f473a5-47d9-4cff-a224-252321b65b25.tiff,True,0.05063291139240506,0.029242042440318302,0,0
129,wszystkie_zdj/train/02f9e1f3-69c6-4f9b-84f8-c250c3c0c33e.tiff,True,0.038860103626943004,0.09458558558558558,0,0
130,wszystkie_zdj/train/02fabec3-7d56-4a2c-925c-84667819b562.tiff,True,0.15492957746478872,0.1206917631917632,5,5
131,wszystkie_zdj/train/03003677-e953-452a-99a1-2ccb1a89b7cb.tiff,False,0.0,0.3557340848806366,2,2
132,wszystkie_zdj/train/030075e9-ed70-4bf5-9e5b-cef2bf9923cf.tiff,True,0.06377551020408163,0.17011658031088084,2,0
133,wszystkie_zdj/train/03153169-0f2a-4b51-970e-8f58872ad3ea.tiff,True,0.061224489795918366,0.042709899749373434,0,0
134,wszystkie_zdj/train/031cbf44-2341-463d-a6ba-dcede9d92b88.jpg,True,0.10294117647058823,0.03665416666666667,0,0
135,wszystkie_zdj/train/031d3cad-f65d-4f6b-83c5-20c4e59258ff.tiff,True,0.11904761904761904,0.0054681697612732096,0,0
136,wszystkie_zdj/train/03278d44-0a1e-4e6e-8213-84450ce26cc5.tiff,True,0.12915129151291513,0.2593998673740053,1,1
137,wszystkie_zdj/train/032e93fe-76cf-4afa-b01a-fe3c092c9d99.tiff,True,0.14,0.32839389920424406,4,3
138,wszystkie_zdj/train/032f2729-7022-46c6-94d5-a1f587c4aaa1.tiff,True,0.1282051282051282,0.0152007722007722,0,0
139,wszystkie_zdj/train/0331473a-2e66-405b-a977-6ba2c01835bb.tiff,True,0.057971014492753624,0.3181881443298969,1,1
140,wszystkie_zdj/train/0336ea3a-0772-4ae0-bbd0-9313d8dcb277.tiff,True,0.09401709401709402,0.2746633165829146,1,1
141,wszystkie_zdj/train/03482952-26a3-43f4-a2d5-dc2d886815f8.tiff,True,0.08333333333333333,0.03609936305732484,0,0
142,wszystkie_zdj/train/0355121a-17e6-453a-a68e-772b1652a9e8.tiff,True,0.07890743550834597,0.06834560723514212,0,0
143,wszystkie_zdj/train/0358c80b-79b9-472a-9138-8daf0308af26.tiff,True,0.1386861313868613,0.015557068741893644,1,0
144,wszystkie_zdj/train/035cbf2b-7091-42b4-869d-651b7cdb5014.tiff,True,0.03125,0.053521220159151194,0,0
145,wszystkie_zdj/train/0362b7fb-6767-4c1a-ac21-7644d3f8ecbb.tiff,True,0.03987730061349693,0.041773872679045095,0,0
146,wszystkie_zdj/train/03656079-d42d-48aa-98d0-6dedbce6a93e.tiff,True,0.03614457831325301,0.05967737789203085,1,0
147,wszystkie_zdj/train/036977cb-8aa0-4aab-8542-96ed32d8cc1d.tiff,True,0.05194805194805195,0.01737864721485411,0,0
148,wszystkie_zdj/train/03715232-bc52-48c2-af03-65e4f34fa4e7.tiff,True,0.08755760368663594,0.023068302387267904,0,0
149,wszystkie_zdj/train/03736632-612d-4062-a420-dc3ec3d9634a.tiff,True,0.18518518518518517,0.2906200265251989,2,1
150,wszystkie_zdj/train/03776e05-6824-4498-925b-c8c0da11ca33.tiff,True,0.2047244094488189,0.08629708222811672,0,0
151,wszystkie_zdj/train/037e1e23-1ceb-43b0-877e-4e6439cc2ab4.jpg,True,0.1702127659574468,0.07491944444444444,0,0
152,wszystkie_zdj/train/03888526-2497-4f03-99b9-3366a835b427.tiff,True,0.03643724696356275,0.13242720306513409,1,1
153,wszystkie_zdj/train/038aa68f-f0e5-4452-8f8e-75a752284a38.tiff,True,0.09569377990430622,0.40741895261845384,1,1
154,wszystkie_zdj/train/038ba47c-cae0-41d8-a20d-13cb7de333ce.tiff,True,0.2222222222222222,0.528044747081712,1,1
155,wszystkie_zdj/train/038e1a03-c61a-414f-9c75-b67dd85464a6.jpg,True,0.12359550561797752,0.014026851851851851,0,0
156,wszystkie_zdj/train/038f7edf-ba64-4935-b655-5985765dc941.tiff,True,0.10540540540540541,0.04796327319587629,2,1
157,wszystkie_zdj/train/0396475e-c4ce-41fb-87d5-1d470ed488e0.tiff,True,0.04526748971193416,0.044551837270341205,1,1
158,wszystkie_zdj/train/03a909a9-bb76-4e95-82fe-2906d280d35b.tiff,True,0.07835051546391752,0.3319857328145266,1,1
159,wszystkie_zdj/train/03adac54-c602-4664-b42a-5972ee3d21af.tiff,True,0.07258064516129033,0.0091323155216285,0,0
160,wszystkie_zdj/train/03b4db36-1677-4d09-ab55-945df5bff234.tiff,True,0.07711757269279393,0.10178957528957529,2,1
161,wszystkie_zdj/train/03b9ceda-cf36-4174-8430-11e3bce29d95.tiff,True,0.07633587786259542,0.08334880636604775,0,0
162,wszystkie_zdj/train/03bf2d12-ab51-4726-80dd-24999fe40444.tiff,True,0.1024390243902439,0.355329575596817,1,1
163,wszystkie_zdj/train/03c34452-89cf-4e3d-802d-158b95404934.tiff,True,0.02717391304347826,0.10645790155440414,1,1
164,wszystkie_zdj/train/03c3e400-3729-4c50-91b8-9bad347035fa.tiff,True,0.11764705882352941,0.0450079575596817,0,0
165,wszystkie_zdj/train/03d338d6-2607-4550-ac59-c090e9299470.tiff,True,0.039735099337748346,0.055912483912483914,0,0
166,wszystkie_zdj/train/03d46702-69b8-47e6-b0f8-dfad1ce83d76.jpg,True,0.2,0.05165601851851852,0,0
167,wszystkie_zdj/train/03d62bc7-b21e-48b5-9f98-29ff526475f5.tiff,True,0.04794520547945205,0.0655576923076923,2,0
168,wszystkie_zdj/train/03e3e064-58b6-4e96-8e21-ddcfec273584.tiff,True,0.032091097308488616,0.1371904761904762,1,1
169,wszystkie_zdj/train/03f33a04-f6d0-47ed-b551-fc7fb3b4b2ba.tiff,True,0.1676470588235294,0.6041160477453581,2,2
170,wszystkie_zdj/train/03f9c3f1-71c7-4f86-8542-2683dfc6484a.tiff,True,0.05734767025089606,0.0398395225464191,1,0
171,wszystkie_zdj/train/04062568-ab8e-4ec1-8ff4-338badd9b426.jpg,True,0.08695652173913043,0.6535222222222222,2,1
172,wszystkie_zdj/train/04068045-ab7c-4646-9517-ee097f4a2e39.tiff,True,0.156,0.028500640204865556,1,1
173,wszystkie_zdj/train/0409fec4-6f16-4237-a47f-51197411f7cc.tiff,True,0.08598726114649681,0.038420603674540685,1,0
174,wszystkie_zdj/train/04133aa1-1afb-416f-9b68-54887dee2003.tiff,True,0.08270676691729323,0.029622015915119364,1,1
175,wszystkie_zdj/train/041f44b3-0083-45a9-a586-5bf4ece1132b.tiff,True,0.0707070707070707,0.13582228116710876,3,3
176,wszystkie_zdj/train/041fe399-78c9-416d-b360-9cf10040b1a8.tiff,True,0.075,0.018062997347480104,0,0
177,wszystkie_zdj/train/04217968-12c5-4255-896d-3630eaa4a992.jpg,True,0.05730129390018484,0.7695087962962963,1,1
178,wszystkie_zdj/train/0423a7f1-5e6f-4faa-b99a-7df06b2c89b8.tiff,True,0.026881720430107527,0.06829973474801061,1,1
179,wszystkie_zdj/train/04325114-2cba-4594-8b94-f8a1c08ac334.tiff,True,0.039399624765478425,0.06600397877984085,0,0
180,wszystkie_zdj/train/0434933e-4118-4d54-945e-988cfb4ee95c.jpg,True,0.1111111111111111,0.06570370370370371,0,0
181,wszystkie_zdj/train/0434d1c6-f063-4b95-a88a-a1fef6a04d6f.tiff,True,0.07924528301886792,0.07069136597938144,1,0
182,wszystkie_zdj/train/04386956-fd50-49f2-955d-c73b0331c7b4.tiff,True,0.031496062992125984,0.03066710875331565,0,0
183,wszystkie_zdj/train/0442e80c-36bd-48ce-8bde-7e9330b6bfaf.tiff,True,0.028328611898016998,0.05874385510996119,0,0
184,wszystkie_zdj/train/0449ccc7-0554-4347-ba45-5dd14b3e31c6.tiff,True,0.009195402298850575,0.12333753315649867,0,0
185,wszystkie_zdj/train/044a549c-f5b3-405b-9b8d-afe289143ca9.tiff,True,0.11020408163265306,0.20152298136645963,3,2
186,wszystkie_zdj/train/044bdbcc-984b-4574-acd5-9d114b3a6db5.tiff,True,0.045924225028702644,0.13736764705882354,1,1
187,wszystkie_zdj/train/0451a697-2d5e-47b7-8e40-1c06a659a0ac.tiff,True,0.022857142857142857,0.01808787128712871,0,0
188,wszystkie_zdj/train/045733e8-65a9-462e-80fd-428dc19758ca.tiff,True,0.16666666666666666,0.8586611405835544,1,1
189,wszystkie_zdj/train/04590e82-aa28-4ccb-befd-4338ff8bd1c7.tiff,True,0.052083333333333336,0.03500195058517555,1,1
190,wszystkie_zdj/train/045e1954-c2f3-4690-9b2b-a30936ded172.tiff,True,0.08256880733944955,0.013905835543766579,0,0
191,wszystkie_zdj/train/0466883a-0d21-4076-9105-c08075ebae1b.jpg,True,0.15827338129496402,0.5387115740740741,2,1
192,wszystkie_zdj/train/047ad208-0e7c-4c85-9537-85696839f3e7.tiff,True,0.14492753623188406,0.015861146496815286,0,0
193,wszystkie_zdj/train/047c29b1-e6fe-4cb6-966e-71984398845d.tiff,True,0.0397456279809221,0.15648541114058356,4,2
194,wszystkie_zdj/train/047c8079-c0cd-4daa-a023-4e43df5b88f8.jpg,True,0.07586206896551724,0.05026851851851852,0,0
195,wszystkie_zdj/train/047d777c-31fe-4811-a1f3-b87b8017ff02.tiff,True,0.06951871657754011,0.08876968503937008,1,1
196,wszystkie_zdj/train/04865baa-5979-472e-86cf-99885aca426a.tiff,True,0.14864864864864866,0.012557271557271557,0,0
197,wszystkie_zdj/train/0497adf9-5dad-495d-977c-0ce52f7d67f2.tiff,True,0.1875,0.005551181102362204,1,1
198,wszystkie_zdj/train/0499c570-eab1-4531-9297-84d072ffa137.tiff,True,0.12,0.27645012315270934,7,7
199,wszystkie_zdj/train/04a1cfdf-6cc2-4dcf-bc97-49d392333dc6.tiff,True,0.11827956989247312,0.020544980443285527,0,0
200,wszystkie_zdj/train/04ad4742-79fb-4391-995a-780545c2efe0.tiff,True,0.013924050632911392,0.08973623559539053,1,0
201,wszystkie_zdj/train/04ae4f20-40ac-4137-baeb-fc67c1abf1c1.tiff,True,0.15492957746478872,0.16391666666666665,1,1
202,wszystkie_zdj/train/04be18b8-53ab-4951-918a-8376ea6ff336.jpg,True,0.2,0.047007870370370373,0,0
203,wszystkie_zdj/train/04beaab0-a319-4255-adda-fd3d4ed46de8.tiff,True,0.18181818181818182,0.004912820512820513,0,0
204,wszystkie_zdj/train/04c2136b-575e-420f-900e-02105737c907.jpg,True,0.14950166112956811,0.47560324074074073,1,1
